Name,name1,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,logo,gsis_id,position.x,depth_chart_position.x,status,headshot_url,headshot_url2,team_logo_wikipedia,team_logo_wikipedia2,logo_def,wiki_logo_def,rusher_player_name,noruns,nopass,noplays,yards_gained,touchdown_rush,yards_rushing,epa_rusher,position.y,depth_chart_position.y,n,receiver_player_name,yards_passing,interception,sack,qb_hits,incomplete_pass,complete_pass,yards_receiving,touchdown_pass,yards_after_catch,air_yards,air_yards2,epa_receiver
"Murray, Latavius",La.Murray,NOR,GNB,3,7,5500,7.5,4800,7,16,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,00-0030513,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png$raw,L.Murray,12,0,12,58,0,58,1.30207998573314,RB,RB,1,L.Murray,7,0,0,0,0,1,7,0,4,3,3,0.317395274527371
"Murray, Latavius",La.Murray,NOR,KAN,15,9.9,5300,10.9,4700,9.9,16,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,00-0030513,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png$raw,L.Murray,4,0,4,3,0,3,-2.96039892011322,RB,RB,1,L.Murray,26,0,0,1,1,2,26,1,32,-12,-6,1.35567784961313
"Murray, Latavius",La.Murray,NOR,LAC,5,6.7,5200,7.7,5000,6.7,18,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,00-0030513,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png$raw,L.Murray,8,0,8,34,0,34,-1.08231015922502,RB,RB,1,L.Murray,23,0,0,1,0,2,23,0,17,6,6,1.58657590352232
"Murray, Latavius",La.Murray,NOR,MIN,16,11.1,5400,12.6,5500,11.1,16,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,00-0030513,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png$raw,L.Murray,12,0,12,72,0,72,2.19944038707763,RB,RB,1,L.Murray,24,0,0,0,0,3,24,0,27,-3,-3,2.48494175099768
"Murray, Latavius",La.Murray,NOR,SFO,10,5.7,5000,5.7,4000,5.7,13,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,00-0030513,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png$raw,L.Murray,9,0,9,57,0,57,-0.827491532429121,RB,RB,1,,,,,,,,,,,,,
"Murray, Latavius",La.Murray,NOR,TAM,1,4.8,5100,4.8,4600,4.8,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,00-0030513,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png$raw,L.Murray,15,0,15,48,0,48,-1.94222422753228,RB,RB,1,L.Murray,0,0,0,0,1,0,0,0,0,0,0,-0.768060445669107
"Murray, Latavius",La.Murray,NOR,ATL,13,2.7,5800,3.7,5900,2.7,17,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,00-0030513,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png$raw,L.Murray,5,0,5,17,0,17,-0.27495213819202,RB,RB,1,L.Murray,0,0,0,0,0,2,0,0,2,-2,-2,-2.47809485904872
"Murray, Latavius",La.Murray,NOR,CHI,8,4.6,5100,6.1,4300,4.6,16,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,00-0030513,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png$raw,L.Murray,8,0,8,17,0,17,-3.16460204689065,RB,RB,1,L.Murray,14,0,0,0,0,3,14,0,15,-1,-1,-0.753464087509703
"Murray, Latavius",La.Murray,NOR,DEN,12,25.1,5000,28.6,5900,25.1,17,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,00-0030513,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png$raw,L.Murray,19,0,19,124,2,124,7.49462841078639,RB,RB,1,L.Murray,2,0,0,0,0,1,2,0,8,-6,-6,-0.497271338477731
"Murray, Latavius",La.Murray,NOR,DET,4,20.8,4900,21.3,4900,20.8,16,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,00-0030513,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png$raw,L.Murray,14,0,14,64,2,64,6.47940618993016,RB,RB,1,L.Murray,19,0,0,0,1,1,19,0,17,5,2,2.04441232298268
"Murray, Latavius",La.Murray,NOR,LVR,2,4.3,5000,5.3,4500,4.3,14,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,00-0030513,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png$raw,L.Murray,3,0,3,14,0,14,1.68688237154856,RB,RB,1,L.Murray,19,0,0,1,0,2,19,0,12,7,7,0.300745777552947
"Murray, Latavius",La.Murray,NOR,PHI,14,1.2,5500,1.7,5400,1.2,16,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,00-0030513,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png$raw,L.Murray,4,0,4,13,0,13,-1.0001017289469,RB,RB,1,L.Murray,-6,0,0,0,0,1,-6,0,1,-7,-7,-1.39918110473081
"Murray, Latavius",La.Murray,NOR,TAM,9,5.2,5000,6.2,4100,5.2,17,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,00-0030513,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15920.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png$raw,L.Murray,10,0,10,39,0,39,0.0516614561202005,RB,RB,1,L.Murray,3,0,0,0,0,2,3,0,9,-6,-6,-0.874431681295391
"Nabers, Gabe",Ga.Nabers,LAC,ATL,14,0.3,4500,0.3,4000,0.3,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png' height='12'></img>,00-0035908,RB,FB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4035611.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4035611.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png$raw,G.Nabers,1,0,1,3,0,3,0.395857454743236,RB,FB,1,,,,,,,,,,,,,
"Nabers, Gabe",Ga.Nabers,LAC,TAM,4,1.4,4500,1.9,4000,1.4,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png' height='12'></img>,00-0035908,RB,FB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4035611.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4035611.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png$raw,G.Nabers,1,0,1,4,0,4,-0.256164368940517,RB,FB,1,G.Nabers,5,0,0,0,0,1,5,0,3,2,2,-0.0567533122375608
"Nall, Ryan",Ry.Nall,CHI,MIN,10,2.3,5300,2.8,4000,2.3,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,00-0034597,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3127335.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3127335.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png$raw,R.Nall,1,0,1,0,0,0,-0.366004279698245,RB,RB,1,R.Nall,18,0,0,0,1,1,18,0,13,5,5,-0.10401870746864
"Nall, Ryan",Ry.Nall,CHI,JAC,16,0,4600,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,00-0034597,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3127335.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3127335.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png$raw,R.Nall,2,0,2,0,0,0,-0.947259706212208,RB,RB,1,,,,,,,,,,,,,
"Penny, Rashaad",Ra.Penny,SEA,LAR,16,0.9,4800,0.9,4000,0.9,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,00-0034750,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139925.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139925.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png$raw,R.Penny,3,0,3,9,0,9,-0.309886940056458,RB,RB,1,,,,,,,,,,,,,
"Penny, Rashaad",Ra.Penny,SEA,SFO,17,1.9,4900,1.9,4000,1.9,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,00-0034750,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139925.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139925.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png$raw,R.Penny,6,0,6,19,0,19,-0.944783336948603,RB,RB,1,,,,,,,,,,,,,
"Perine, La'Mical",La.Perine,NYJ,BUF,7,12.5,4800,13.5,4200,12.5,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,00-0036269,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4034952.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4034952.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png$raw,L.Perine,11,0,11,40,1,40,-1.83288311812794,RB,RB,1,L.Perine,16,0,0,1,1,2,16,0,10,10,6,0.930491222767159
"Perine, La'Mical",La.Perine,NYJ,CLE,16,4.9,5000,5.4,4000,4.9,14,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,00-0036269,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4034952.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4034952.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png$raw,L.Perine,9,0,9,30,0,30,-2.05600605561631,RB,RB,1,L.Perine,14,0,0,0,1,1,14,0,18,19,-4,0.331123222247697
"Perine, La'Mical",La.Perine,NYJ,DEN,4,1.5,4800,1.5,4000,1.5,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,00-0036269,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4034952.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4034952.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png$raw,L.Perine,5,0,5,15,0,15,-1.71249560569413,RB,RB,1,,,,,,,,,,,,,
"Perine, La'Mical",La.Perine,NYJ,NWE,9,4.8,5300,5.8,4400,4.8,13,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,00-0036269,RB,RB,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4034952.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4034952.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png$raw,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,,,L.Perine,6,0,6,19,0,19,-0.662526754429564,RB,RB,1,L.Perine,19,0,0,0,0,2,19,0,13,6,6,2.42206754081417
